id,year,region,female,age,edu,married,child,norm_trad,wage,income,housework,reform_year,policy,target_mother,child_exp,savings,leisure,negotiate,satisfaction,self,ask
1058,2023,7,0,62,17,1,0,3,1339.0,2383476.0,15.0,2021,1,1,85668.0,86011.0,247.0,0,8,0,32534.0
1059,2020,1,1,49,11,0,0,4,921.0,1751074.0,162.0,2021,0,1,84881.0,70150.0,227.0,1,6,0,32875.0
1060,2020,10,1,44,13,0,0,4,860.0,800000.0,193.0,2021,0,1,52675.0,1523.0,156.0,0,5,1,21956.0
1061,2023,1,0,20,14,0,0,3,993.0,1502495.0,69.0,2021,1,0,51906.0,43427.0,231.0,0,6,0,35587.0
1062,2022,10,0,22,18,1,0,2,1257.0,3017298.0,17.0,2021,1,1,114779.0,100247.0,268.0,0,4,1,30824.0
1063,2019,1,1,45,13,0,0,2,1520.0,2377863.0,100.0,2021,0,1,93651.0,65549.0,210.0,1,5,0,29147.0
1064,2022,6,1,40,13,1,0,5,756.0,2018052.0,167.0,2021,1,0,68832.0,71057.0,207.0,0,4,0,24706.0
1065,2023,2,0,32,13,1,1,3,888.0,862890.0,59.0,2021,1,0,98329.0,0.0,225.0,0,5,1,28575.0
1066,2020,1,1,45,18,1,0,1,1099.0,1948504.0,53.0,2021,0,1,91110.0,93183.0,269.0,0,5,0,34916.0
1067,2024,7,0,45,9,1,1,3,958.0,2068723.0,72.0,2021,1,0,102770.0,30964.0,187.0,1,6,0,24335.0
1068,2022,8,1,54,12,0,0,1,1193.0,3018670.0,104.0,2021,1,1,106335.0,28496.0,199.0,0,7,0,33261.0
1069,2020,2,0,46,20,1,1,3,1781.0,3051269.0,55.0,2021,0,0,153269.0,59301.0,199.0,1,7,0,35487.0
1070,2018,10,0,58,15,1,1,3,1565.0,3582497.0,73.0,2021,0,1,138097.0,23805.0,182.0,0,8,0,33804.0
1071,2022,4,0,44,12,0,0,2,1219.0,2722666.0,31.0,2021,1,1,102975.0,43581.0,223.0,0,4,1,24678.0
1072,2019,4,0,43,14,0,1,5,1205.0,1988255.0,117.0,2021,0,1,116904.0,102052.0,177.0,0,4,0,28229.0
1073,2023,3,0,56,14,0,0,1,1199.0,1971438.0,14.0,2021,1,0,95683.0,44068.0,277.0,0,10,0,33431.0
1074,2021,5,0,33,16,0,0,4,1423.0,2632214.0,39.0,2021,1,1,48541.0,34233.0,241.0,0,7,0,32601.0
1075,2021,2,0,69,18,1,0,5,2040.0,3181258.0,40.0,2021,1,1,126400.0,77182.0,247.0,1,7,0,32170.0
1076,2019,5,1,48,15,0,1,5,1332.0,2350048.0,194.0,2021,0,1,113390.0,33249.0,150.0,1,5,1,27101.0
1077,2022,3,0,48,13,1,0,3,996.0,2680856.0,58.0,2021,1,1,104340.0,85637.0,251.0,0,6,1,20374.0
1078,2019,1,1,50,16,1,0,1,1226.0,2718127.0,85.0,2021,0,0,114144.0,46793.0,264.0,0,4,1,34038.0
1079,2020,4,0,65,12,1,0,1,1568.0,2994024.0,30.0,2021,0,1,74549.0,77837.0,234.0,1,5,0,37114.0
1080,2023,7,0,53,12,0,0,3,1154.0,2133736.0,77.0,2021,1,1,22905.0,30439.0,264.0,0,6,1,14091.0
1081,2024,8,1,26,10,0,0,2,780.0,1694453.0,147.0,2021,1,1,58919.0,103068.0,215.0,0,4,1,14155.0
1082,2024,4,1,59,11,0,0,2,1053.0,2281605.0,73.0,2021,1,1,110912.0,68712.0,235.0,0,5,1,24850.0
1083,2024,4,1,40,12,1,0,2,971.0,1719593.0,130.0,2021,1,1,3562.0,49691.0,232.0,0,8,0,18457.0
1084,2021,8,0,45,11,0,0,3,978.0,2527760.0,51.0,2021,1,0,79383.0,57110.0,249.0,0,6,1,28876.0
1085,2019,7,1,30,15,0,0,3,1233.0,2877574.0,128.0,2021,0,0,62646.0,57372.0,249.0,0,6,1,35026.0
1086,2023,9,1,50,11,1,0,1,948.0,2295029.0,96.0,2021,1,1,98260.0,47660.0,246.0,0,6,1,21308.0
1087,2023,10,0,37,9,0,0,2,777.0,977120.0,0.0,2021,1,1,107147.0,15198.0,270.0,0,6,1,15127.0
1088,2024,9,0,45,12,0,0,3,883.0,1079288.0,82.0,2021,1,0,44346.0,71509.0,224.0,0,5,1,10567.0
1089,2022,10,1,41,13,0,0,3,1003.0,1642098.0,153.0,2021,1,1,73786.0,32684.0,222.0,1,7,1,28914.0
1090,2018,5,1,65,13,1,0,5,1191.0,2424183.0,170.0,2021,0,0,115827.0,13636.0,183.0,0,6,0,40525.0
1091,2021,4,0,66,17,0,1,4,1562.0,2107354.0,68.0,2021,1,0,104290.0,23496.0,213.0,0,4,1,47994.0
1092,2021,4,0,45,13,1,1,1,1654.0,3654547.0,16.0,2021,1,1,164534.0,100501.0,281.0,0,7,1,32170.0
1093,2023,3,0,45,16,1,0,4,1063.0,2807131.0,45.0,2021,1,0,133416.0,63591.0,199.0,0,6,0,25474.0
1094,2020,8,1,40,14,1,0,4,1201.0,2700037.0,154.0,2021,0,0,116298.0,63051.0,210.0,0,5,1,31636.0
1095,2020,8,1,56,14,0,0,3,969.0,1406174.0,107.0,2021,0,0,66432.0,65859.0,227.0,0,6,1,24129.0
1096,2018,9,1,40,12,1,0,1,862.0,1404398.0,107.0,2021,0,0,60684.0,22990.0,218.0,0,6,1,25489.0
1097,2023,2,0,39,14,0,0,5,1844.0,3469126.0,93.0,2021,1,1,131768.0,96296.0,224.0,0,7,1,38257.0
1098,2023,5,1,55,12,1,0,2,890.0,1775348.0,113.0,2021,1,0,102066.0,39314.0,232.0,0,6,0,26658.0
1099,2018,3,1,38,14,0,0,4,868.0,1783921.0,158.0,2021,0,1,64026.0,60348.0,200.0,1,5,0,33251.0
1100,2021,9,0,44,13,1,1,4,1079.0,2673061.0,94.0,2021,1,1,161338.0,51856.0,206.0,1,3,1,33984.0
1101,2021,3,0,27,12,0,0,4,759.0,1912145.0,53.0,2021,1,0,52746.0,45929.0,233.0,0,7,0,21054.0
1102,2021,2,0,52,16,0,1,5,1779.0,2816138.0,64.0,2021,1,1,171409.0,81366.0,249.0,0,7,0,33651.0
1103,2024,6,1,65,15,1,0,5,1089.0,2321009.0,176.0,2021,1,0,105036.0,81377.0,204.0,0,4,1,11095.0
1104,2019,9,1,52,13,1,0,2,1108.0,2062662.0,107.0,2021,0,0,62980.0,49614.0,233.0,0,6,0,27403.0
1105,2020,10,1,60,14,0,0,5,888.0,1549082.0,198.0,2021,0,0,76942.0,32606.0,179.0,0,5,0,20120.0
1106,2019,1,1,35,14,0,0,2,700.0,1692204.0,114.0,2021,0,0,57970.0,81025.0,237.0,0,7,0,29115.0
1107,2019,4,0,47,12,0,0,4,1062.0,2398163.0,58.0,2021,0,0,94771.0,72929.0,253.0,0,7,0,25205.0
1108,2024,2,1,34,14,1,1,1,930.0,2803222.0,80.0,2021,1,0,120947.0,59959.0,225.0,0,6,1,24335.0
1109,2024,4,0,41,13,0,1,1,1421.0,2950595.0,76.0,2021,1,0,134948.0,51644.0,190.0,1,7,0,36882.0
1110,2018,6,0,52,12,1,0,4,732.0,1512592.0,53.0,2021,0,0,86476.0,64800.0,228.0,0,5,1,25304.0
1111,2022,3,0,45,10,1,0,4,700.0,1383561.0,117.0,2021,1,0,73387.0,43210.0,249.0,0,6,0,20500.0
1112,2019,1,1,28,13,0,0,1,959.0,858822.0,78.0,2021,0,1,16925.0,25578.0,219.0,0,4,1,34909.0
1113,2019,6,1,30,15,0,1,4,870.0,2415868.0,204.0,2021,0,1,85853.0,56847.0,175.0,0,6,1,28929.0
1114,2020,1,1,29,12,0,0,1,700.0,1099051.0,159.0,2021,0,1,60236.0,41413.0,187.0,0,3,1,18505.0
1115,2019,3,1,49,20,0,0,5,1911.0,3692749.0,197.0,2021,0,1,147826.0,84608.0,209.0,1,7,0,41882.0
1116,2021,1,1,67,16,1,0,3,1179.0,2711698.0,138.0,2021,1,1,97048.0,99215.0,209.0,1,6,0,37920.0
1117,2024,1,1,59,17,0,1,1,1356.0,1998142.0,93.0,2021,1,1,151718.0,73668.0,185.0,1,6,0,38577.0
1118,2022,5,0,23,16,0,0,2,1293.0,1865727.0,75.0,2021,1,0,102638.0,62016.0,221.0,1,5,1,26603.0
1119,2023,9,1,60,18,1,1,2,1566.0,4022310.0,115.0,2021,1,1,167141.0,123190.0,195.0,1,6,1,41628.0
1120,2021,8,0,54,12,1,1,5,1175.0,2690218.0,102.0,2021,1,0,106101.0,60991.0,207.0,1,6,1,34893.0
1121,2018,1,1,27,9,0,1,3,700.0,1149707.0,158.0,2021,0,0,62544.0,44181.0,181.0,1,5,1,23288.0
1122,2018,1,1,41,13,0,0,3,904.0,1564026.0,135.0,2021,0,0,56445.0,65379.0,193.0,0,4,1,32296.0
1123,2019,4,1,56,15,1,0,4,1217.0,2983718.0,130.0,2021,0,0,145834.0,94093.0,214.0,1,7,0,44185.0
1124,2019,7,1,50,14,0,1,1,1246.0,2889957.0,152.0,2021,0,1,158762.0,83951.0,161.0,0,3,0,43040.0
1125,2023,8,1,30,15,0,0,1,838.0,800000.0,81.0,2021,1,0,45877.0,41886.0,243.0,1,4,1,28024.0
1126,2023,9,0,51,17,0,0,4,1808.0,4071542.0,23.0,2021,1,1,178452.0,137488.0,267.0,1,5,1,38429.0
1127,2023,4,1,20,15,0,0,1,905.0,2112074.0,119.0,2021,1,1,118497.0,42368.0,218.0,1,6,0,19472.0
1128,2022,2,1,42,16,1,0,1,1418.0,2726162.0,75.0,2021,1,1,120872.0,69608.0,249.0,1,7,0,36845.0
1129,2021,1,0,57,12,0,1,5,910.0,1222139.0,99.0,2021,1,1,89840.0,26724.0,232.0,0,6,0,28815.0
1130,2022,2,1,44,12,0,0,4,878.0,2107404.0,187.0,2021,1,0,100614.0,46051.0,192.0,0,7,0,25041.0
1131,2020,1,0,39,18,0,0,1,1334.0,2639414.0,41.0,2021,0,1,119570.0,21035.0,229.0,0,6,1,24811.0
1132,2022,9,1,54,14,0,0,2,908.0,905501.0,59.0,2021,1,0,29222.0,60357.0,250.0,1,6,1,23160.0
1133,2023,3,0,55,13,1,0,2,1085.0,2086961.0,54.0,2021,1,1,80101.0,32166.0,221.0,1,6,0,32522.0
1134,2023,9,1,58,13,1,0,5,850.0,3343086.0,189.0,2021,1,1,128793.0,89098.0,200.0,1,5,0,18945.0
1135,2022,6,1,54,13,0,1,5,1084.0,2139451.0,214.0,2021,1,1,94214.0,17508.0,149.0,0,6,0,28434.0
1136,2018,6,0,56,12,1,0,3,890.0,1481015.0,42.0,2021,0,1,25008.0,55276.0,233.0,1,8,1,27090.0
1137,2023,5,0,52,11,1,0,5,944.0,1444952.0,21.0,2021,1,0,79472.0,24620.0,248.0,0,5,0,31548.0
1138,2020,9,1,47,11,0,0,1,730.0,2200049.0,93.0,2021,0,1,100662.0,31010.0,244.0,0,7,1,30376.0
1139,2023,1,0,45,14,0,0,2,1386.0,2918680.0,3.0,2021,1,1,92670.0,75649.0,279.0,0,7,0,30593.0
1140,2021,1,1,41,13,0,1,3,1002.0,2687320.0,163.0,2021,1,1,125033.0,44330.0,195.0,0,6,1,25123.0
1141,2024,5,1,31,16,0,1,3,1221.0,2501893.0,174.0,2021,1,0,112959.0,43406.0,180.0,1,5,0,34900.0
1142,2020,4,1,33,15,0,0,2,861.0,2176810.0,141.0,2021,0,0,95737.0,59316.0,206.0,0,5,1,29506.0
1143,2024,6,0,41,15,0,0,4,975.0,1330840.0,33.0,2021,1,0,31531.0,57217.0,206.0,1,1,1,32174.0
1144,2023,8,1,47,12,0,0,3,700.0,1341295.0,176.0,2021,1,0,25095.0,20821.0,205.0,0,7,1,28350.0
1145,2020,6,0,60,14,1,0,3,1450.0,3003527.0,69.0,2021,0,0,128117.0,50264.0,195.0,0,5,0,19512.0
1146,2021,3,1,44,15,0,0,3,1209.0,2867423.0,129.0,2021,1,1,81011.0,69865.0,180.0,1,5,0,34798.0
1147,2021,4,0,55,16,1,0,2,1316.0,2778222.0,9.0,2021,1,1,115421.0,80428.0,254.0,0,6,0,37484.0
1148,2023,8,0,56,14,1,1,4,1162.0,2208844.0,47.0,2021,1,1,106158.0,83357.0,223.0,0,5,0,29209.0
1149,2022,3,1,41,16,1,0,4,1027.0,2130637.0,173.0,2021,1,1,90490.0,37543.0,201.0,0,5,0,17486.0
1150,2023,6,1,51,14,0,0,4,862.0,800000.0,148.0,2021,1,1,53318.0,21005.0,236.0,1,5,0,26654.0
1151,2020,6,1,41,16,0,1,1,1204.0,1186716.0,148.0,2021,0,1,114499.0,55602.0,192.0,1,4,1,26577.0
1152,2021,8,0,59,13,0,1,2,1150.0,2665671.0,50.0,2021,1,1,95311.0,103721.0,213.0,1,6,0,39368.0
1153,2021,8,1,51,10,0,1,4,1149.0,2060828.0,173.0,2021,1,1,131044.0,25369.0,199.0,0,5,0,27342.0
1154,2024,5,0,31,15,0,1,5,1524.0,2792491.0,97.0,2021,1,1,71933.0,46596.0,229.0,1,7,0,30667.0
1155,2020,4,1,46,16,1,0,3,1513.0,3388873.0,123.0,2021,0,1,163453.0,88162.0,226.0,0,4,1,20414.0
1156,2022,4,0,62,15,0,1,3,1554.0,3675705.0,75.0,2021,1,0,107578.0,67804.0,195.0,0,5,1,38284.0
1157,2018,5,1,42,15,0,0,3,1149.0,2335444.0,165.0,2021,0,0,152650.0,42006.0,192.0,0,6,1,32067.0
1158,2023,3,1,49,13,0,1,1,1091.0,3107836.0,121.0,2021,1,1,141030.0,73535.0,167.0,0,5,0,28615.0
1159,2020,7,0,50,12,1,1,5,1028.0,2531745.0,94.0,2021,0,1,148871.0,90722.0,201.0,0,4,0,30502.0
1160,2020,3,1,33,15,1,1,3,1341.0,2994907.0,175.0,2021,0,1,159926.0,37090.0,155.0,0,4,0,31520.0
1161,2022,7,0,50,15,0,1,2,1404.0,2827394.0,25.0,2021,1,1,130047.0,96511.0,220.0,0,6,1,39643.0
1162,2021,8,1,29,13,1,0,2,929.0,1279452.0,124.0,2021,1,1,59787.0,31444.0,231.0,0,5,0,33646.0
1163,2023,10,1,37,16,1,1,2,1172.0,3017599.0,148.0,2021,1,1,126687.0,80459.0,157.0,1,5,1,20086.0
1164,2021,2,0,56,12,1,1,5,1637.0,2153867.0,113.0,2021,1,0,125070.0,85076.0,173.0,0,4,1,23599.0
1165,2021,8,0,48,13,1,1,3,878.0,1717274.0,90.0,2021,1,0,79518.0,48503.0,194.0,1,6,0,38768.0
1166,2018,1,0,41,18,1,1,3,1834.0,3742665.0,70.0,2021,0,0,138519.0,74308.0,210.0,0,8,1,46733.0
1167,2018,4,1,49,16,0,0,4,1262.0,1876719.0,192.0,2021,0,0,89117.0,65334.0,184.0,0,2,1,22046.0
1168,2020,2,1,43,13,0,0,2,933.0,1453522.0,107.0,2021,0,0,43444.0,37261.0,218.0,1,3,1,14508.0
1169,2024,2,1,44,15,0,0,3,1216.0,3108488.0,146.0,2021,1,0,112573.0,85639.0,196.0,0,7,1,29807.0
1170,2024,2,0,51,14,1,0,4,1157.0,2884612.0,45.0,2021,1,0,115639.0,66189.0,218.0,0,8,0,23716.0
1171,2022,1,1,36,9,1,0,1,731.0,1222886.0,100.0,2021,1,0,43740.0,61903.0,225.0,0,3,0,19610.0
1172,2022,9,1,44,12,0,0,4,700.0,1025217.0,157.0,2021,1,0,35594.0,1831.0,201.0,0,6,0,22716.0
1173,2020,1,1,41,14,0,0,3,1073.0,1292898.0,181.0,2021,0,0,93626.0,15560.0,191.0,0,7,0,29187.0
1174,2019,4,1,27,13,1,1,3,1128.0,2812897.0,220.0,2021,0,1,121346.0,31262.0,160.0,0,4,1,32039.0
1175,2018,7,1,34,15,0,0,3,974.0,1628329.0,162.0,2021,0,1,58001.0,43325.0,211.0,1,7,1,37149.0
1176,2020,10,1,61,16,0,0,4,1245.0,1257767.0,205.0,2021,0,1,49644.0,3505.0,201.0,0,4,0,30376.0
1177,2020,9,0,48,13,0,0,5,872.0,1619992.0,23.0,2021,0,1,78061.0,29180.0,241.0,1,6,1,18736.0
1178,2019,2,0,29,12,0,0,1,1092.0,2185089.0,0.0,2021,0,1,65632.0,31337.0,232.0,0,5,0,29853.0
1179,2019,10,1,27,15,0,0,2,1473.0,3132970.0,106.0,2021,0,1,135334.0,107212.0,246.0,1,7,1,41519.0
1180,2018,7,0,43,13,1,1,4,1269.0,2677523.0,84.0,2021,0,1,128109.0,37755.0,213.0,0,7,0,28071.0
1181,2022,2,0,61,14,1,0,4,1466.0,2702464.0,48.0,2021,1,1,68870.0,38745.0,226.0,0,8,0,38762.0
1182,2024,5,1,42,13,0,0,4,955.0,2712132.0,125.0,2021,1,0,151781.0,71706.0,221.0,0,7,0,21727.0
1183,2022,10,1,58,19,1,0,5,1508.0,2967693.0,221.0,2021,1,1,159390.0,114964.0,212.0,0,5,0,39008.0
1184,2021,4,1,48,9,0,0,5,753.0,1715181.0,246.0,2021,1,1,59017.0,43750.0,205.0,0,8,0,12358.0
1185,2020,2,1,49,13,0,0,5,1146.0,1793030.0,224.0,2021,0,1,44695.0,47009.0,186.0,0,6,1,24325.0
1186,2020,9,0,29,14,1,0,2,1168.0,2697355.0,64.0,2021,0,1,115109.0,94344.0,257.0,0,7,0,29981.0
1187,2018,10,0,54,12,1,0,2,900.0,1142186.0,43.0,2021,0,0,19330.0,54165.0,223.0,0,4,0,29249.0
1188,2022,10,1,40,16,1,1,2,995.0,1989966.0,123.0,2021,1,1,145756.0,61658.0,201.0,0,3,0,42618.0
1189,2021,10,0,53,16,1,0,4,1452.0,2259463.0,55.0,2021,1,1,86370.0,45378.0,235.0,0,4,0,33587.0
1190,2018,9,1,35,14,0,0,4,758.0,1061913.0,219.0,2021,0,0,87712.0,43269.0,190.0,0,3,1,10182.0
1191,2020,5,0,46,13,0,0,4,1360.0,3073235.0,44.0,2021,0,1,96953.0,43527.0,274.0,0,8,1,29187.0
1192,2019,2,0,48,14,0,1,3,1433.0,2453237.0,64.0,2021,0,1,111058.0,41344.0,217.0,1,6,0,35126.0
1193,2019,7,1,42,14,0,0,2,734.0,1680328.0,142.0,2021,0,0,105492.0,77099.0,193.0,0,4,1,24351.0
1194,2022,3,1,48,14,1,0,3,1078.0,2949033.0,169.0,2021,1,0,107135.0,106124.0,188.0,1,5,0,28835.0
1195,2021,5,0,41,14,1,0,4,975.0,1991211.0,32.0,2021,1,1,95495.0,62449.0,278.0,0,6,0,37676.0
1196,2022,7,0,37,15,1,1,4,1378.0,3407284.0,76.0,2021,1,0,176571.0,32700.0,218.0,1,7,0,34797.0
1197,2022,10,1,62,16,1,0,1,1254.0,2772743.0,75.0,2021,1,0,100145.0,47374.0,252.0,1,5,1,30711.0
1198,2024,3,1,56,11,0,1,5,1199.0,2396418.0,224.0,2021,1,0,82331.0,38980.0,150.0,0,5,1,17724.0
1199,2023,3,1,36,12,0,0,2,1019.0,2209358.0,142.0,2021,1,1,64860.0,52410.0,215.0,1,6,0,16910.0
1200,2022,8,0,50,10,1,0,4,717.0,2460569.0,33.0,2021,1,1,119706.0,34702.0,231.0,0,5,0,23345.0
