idcode,age,married,never_1,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,ln_wage,hours,ttl_exp,tenure,collgrad_ttl_exp,race,un_union
1719,39,1,0,14,0,0,SMSA,0,Professional Services,Professional/technical,0,11.92431,2.478579173,50,18.25,15.83333,0,1,1
1721,40,1,0,13,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,0,4.508855,1.506043241,42,17.35897,5,0,1,1
1724,40,1,0,18,1,0,SMSA,0,Professional Services,Other,0,12.22222,2.503255607,38,17.67308,9.25,17.67308,1,1
1725,42,1,0,16,1,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,15.48309,2.739748461,40,19.44231,6.333333,19.44231,1,1
1729,38,1,0,15,0,0,nonSMSA,0,Professional Services,Managers/admin,0,3.824476,1.341421464,40,11.88462,4.083333,0,1,1
1732,34,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.818035,1.036039834,32,6.532051,0.3333333,0,1,
1737,41,0,0,12,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,4.750401,1.558229036,37,15.55769,10.41667,0,1,1
1738,40,1,0,12,0,0,nonSMSA,0,Professional Services,Laborers,0,3.582928,1.276180343,20,14.91026,1.75,0,1,1
1740,44,1,0,12,0,0,nonSMSA,0,Public Administration,Laborers,0,3.623188,1.287354301,15,13.46154,5.833333,0,1,1
1742,39,0,0,18,1,0,SMSA,0,Professional Services,Sales,,8.361203,2.123602316,20,15.37821,0.9166667,15.37821,1,
1743,41,1,0,12,0,1,SMSA,0,Manufacturing,Managers/admin,0,8.446053,2.133699232,55,16.82692,3.75,0,1,1
1746,42,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,17.66505,2.871588111,40,18.23077,5.25,0,1,1
1748,43,0,1,16,1,0,nonSMSA,0,Professional Services,Other,1,8.357487,2.123157784,50,20.33333,20.33333,20.33333,1,0
1749,36,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,5.249595,1.658150931,23,4.480769,2.75,0,1,1
1750,44,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,6.884055,1.929207868,45,4.935897,1.5,0,1,1
1752,34,1,0,14,0,0,SMSA,0,Professional Services,Laborers,,4.830918,1.575036512,20,7.121795,0.75,0,1,
1754,42,1,0,16,1,1,SMSA,0,Public Administration,Professional/technical,0,10.48309,2.349763483,35,12.94231,5.083333,12.94231,1,1
1755,35,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,0,5.636071,1.729187192,40,11.19231,8.833333,0,1,1
1758,40,1,0,12,0,1,SMSA,1,Public Administration,Managers/admin,0,7.351045,1.99484248,40,12.53846,5.833333,0,1,1
1759,40,1,0,12,0,0,nonSMSA,0,Manufacturing,Craftsmen,0,5.273752,1.662742064,50,8.27564,4.25,0,1,1
1760,36,1,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,0,8.988295,2.195923175,40,11.76923,0.5,11.76923,1,1
1761,36,0,1,17,1,0,nonSMSA,0,Professional Services,Other,1,4.903378,1.589924355,55,13.91667,13.91667,13.91667,1,0
1762,38,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Craftsmen,0,3.79227,1.332964784,35,7.884615,2.666667,0,1,1
1763,39,0,1,18,1,0,SMSA,0,Business/Repair Svc,Clerical/unskilled,0,4.025765,1.392714955,20,16.63461,0,16.63461,1,1
1764,38,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,1,11.15137,2.41156236,40,13.03846,4.166667,0,1,0
1765,43,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,0,4.669887,1.541134874,32,12.21154,8.75,0,1,1
1767,36,1,0,17,1,0,SMSA,0,,,0,3.019324,1.105032965,16,6.160257,3.25,6.160257,1,1
1769,38,0,1,14,0,0,nonSMSA,0,Manufacturing,Sales,0,12.38325,2.516344753,40,20.83333,20.83333,0,1,1
1770,37,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,1,5.861513,1.768407761,40,17.90385,17.75,0,1,0
1776,38,1,0,15,0,0,nonSMSA,0,Public Administration,Operatives,,40.19808,3.693819233,40,15.71154,7.166667,0,1,
1777,40,1,0,11,0,0,nonSMSA,0,Manufacturing,Sales,1,13.55072,2.606439682,40,16.58333,16.58333,0,1,0
1778,44,1,0,12,0,0,nonSMSA,0,Manufacturing,Craftsmen,1,10.62802,2.36349391,48,19.83333,19.83333,0,1,0
1779,38,1,0,16,1,0,nonSMSA,0,Wholesale/Retail Trade,Sales,0,5.676328,1.736304545,30,14.75,14.75,14.75,1,1
1780,43,1,0,12,0,0,nonSMSA,0,,Operatives,1,11.85185,2.472483974,48,20.39103,16.5,0,1,0
1784,35,0,0,14,0,0,SMSA,0,Manufacturing,Managers/admin,0,9.677936,2.269848655,40,14.51923,4.416667,0,0,1
1785,39,0,1,11,0,0,nonSMSA,0,Manufacturing,Operatives,0,4.227053,1.44150506,40,15.64744,7.666667,0,0,1
1786,43,1,0,12,0,0,SMSA,0,Manufacturing,Sales,0,4.790658,1.566667772,40,7.717948,1.916667,0,1,1
1787,38,1,0,12,0,0,SMSA,0,Professional Services,Laborers,0,4.726247,1.553131441,35,7.826923,1.5,0,1,1
1788,37,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,2.777777,1.021650968,20,5.352564,0.75,0,1,1
1790,40,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,,3.584229,1.276543388,15,8.089744,0.5833333,0,1,
1791,34,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,,2.090301,0.737308075,40,13.55128,7.166667,0,1,
1792,35,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,3.260869,1.181993724,26,6.057693,1.833333,0,1,1
1796,36,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,0,3.019324,1.105032965,40,8.692307,1.333333,0,1,1
1801,39,1,0,12,0,0,nonSMSA,0,Professional Services,Laborers,0,7.21417,1.976047147,24,17.02564,0,0,1,1
1802,36,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,0,6.481478,1.868948571,46,18.84615,13.66667,0,1,1
1804,41,1,0,13,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,40.19808,3.693819233,40,10.19872,2.166667,0,1,
1805,40,1,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,0,10.77294,2.377037434,35,15.99359,0,15.99359,1,1
1807,38,1,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,1,10.25765,2.328023769,40,16.57692,3.75,16.57692,1,0
1810,36,1,0,15,1,0,nonSMSA,0,Professional Services,Professional/technical,0,10.95813,2.394081647,24,15.02564,15,15.02564,1,1
1814,42,1,0,13,0,1,SMSA,0,Transport/Comm/Utility,Sales,0,8.28502,2.114449065,40,7.788461,4.833333,0,1,1
1815,45,0,0,12,0,0,SMSA,1,Manufacturing,Sales,0,6.191625,1.823197572,45,13.25,2.166667,0,1,1
1817,36,1,0,12,0,0,SMSA,1,Manufacturing,Operatives,1,7.528179,2.01865318,40,17.75,17.75,0,1,0
1818,41,0,0,12,0,0,nonSMSA,0,Professional Services,Sales,0,5.418679,1.689852059,40,10.13461,6.916667,0,1,1
1819,43,0,0,12,0,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,1,5.636071,1.729187192,40,13.88461,13.83333,0,1,0
1822,45,0,0,14,0,0,SMSA,1,Public Administration,Sales,0,8.904991,2.186611906,40,21.08333,21.08333,0,1,1
1823,36,1,0,16,1,0,SMSA,0,Professional Services,Laborers,0,9.85507,2.287986044,40,11.38461,8.833333,11.38461,1,1
1825,44,1,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,0,3.220612,1.169571404,33,9.076923,0.0833333,0,1,1
1826,39,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,5.418679,1.689852059,40,11.53205,4.583333,0,1,1
1827,38,1,0,18,1,0,SMSA,0,Professional Services,Professional/technical,1,9.299514,2.229962141,40,10.89744,3.833333,10.89744,1,0
1828,37,1,0,12,0,0,SMSA,0,Manufacturing,Operatives,0,9.613523,2.263170753,44,15.90385,15.83333,0,1,1
1829,41,1,0,12,0,0,SMSA,0,Construction,Service,0,5.805152,1.758745799,8,6.057693,1.416667,0,1,1
1830,39,1,0,18,1,0,SMSA,0,Professional Services,Other,1,10.64412,2.365007627,48,16.98077,8.583333,16.98077,1,0
1831,41,0,0,12,0,1,nonSMSA,0,,Laborers,,1.680601,0.519151468,30,6.576923,1.583333,0,1,
1833,38,0,1,13,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,10.48309,2.349763483,48,17.75,6.166667,0,1,1
1842,44,1,0,12,0,0,SMSA,1,Professional Services,Sales,0,6.988722,1.944297707,40,16.32692,8.666667,0,0,1
1843,43,0,1,12,0,0,SMSA,0,Manufacturing,Operatives,0,5.032206,1.615858457,40,18.80128,13.5,0,0,1
1845,40,1,0,11,0,0,SMSA,0,Professional Services,Laborers,0,4.227053,1.44150506,44,8.512821,1.25,0,0,1
1847,40,0,0,11,0,0,SMSA,0,Wholesale/Retail Trade,Craftsmen,0,2.777777,1.021650968,40,3.461538,0.6666667,0,0,1
1853,36,1,0,11,0,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,7.737515,2.046080577,50,8.929487,8.916667,0,1,1
1854,35,1,0,14,0,1,SMSA,0,Professional Services,Laborers,0,3.010032,1.10195071,30,3.365385,0.6666667,0,1,1
1856,35,1,0,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,1,11.53784,2.445632069,40,9.679487,4.416667,0,0,0
1857,44,0,0,9,0,0,SMSA,0,Professional Services,Laborers,0,3.059581,1.118277978,40,5.878205,3.083333,0,0,1
1858,40,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,3.623188,1.287354301,35,14.67308,4.833333,0,1,1
1860,35,1,0,14,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,16.52979,2.805164208,45,17.55769,1.75,0,1,1
1863,39,1,0,12,0,0,nonSMSA,0,Transport/Comm/Utility,Laborers,1,20.64412,3.027430533,30,17.08333,17.08333,0,1,0
1864,39,0,0,12,0,0,nonSMSA,0,Public Administration,Sales,0,6.803541,1.917443212,40,15.65385,10.41667,0,1,1
1865,40,1,0,17,1,1,SMSA,1,Professional Services,Other,1,6.690819,1.900736288,50,15.60256,0.8333333,15.60256,1,0
1866,37,1,0,15,0,0,SMSA,1,Professional Services,Professional/technical,0,13.40579,2.595686703,32,15.66667,15.66667,0,1,1
1867,35,0,0,11,0,0,nonSMSA,0,Professional Services,Laborers,0,5.016103,1.612653337,32,16.44872,16.41667,0,1,1
1868,43,0,1,6,0,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,2.777777,1.021650968,5,18.96154,3.333333,0,1,1
1872,40,0,1,9,0,0,nonSMSA,0,Manufacturing,Operatives,0,3.220612,1.169571404,40,4.903846,0.0833333,0,1,1
1873,43,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,2.012882,0.699567526,25,18.42308,4.166667,0,1,1
1875,41,1,0,13,0,0,nonSMSA,0,Professional Services,Sales,0,2.294685,0.830595579,27,8,3.166667,0,1,1
1876,37,1,0,15,0,1,SMSA,0,Professional Services,Laborers,0,10.46699,2.348226495,40,14.19231,0.5,0,1,1
1878,41,1,0,18,1,1,SMSA,0,Professional Services,Other,0,11.22383,2.418039197,40,11.59615,1.666667,11.59615,1,1
1879,35,1,0,16,1,0,SMSA,0,Professional Services,Other,0,2.801002,1.02997721,12,6.724359,0.3333333,6.724359,1,1
1880,37,1,0,14,0,0,SMSA,0,Professional Services,Professional/technical,0,10.2657,2.328808241,20,9.961538,3.25,0,1,1
1881,37,1,0,12,0,0,SMSA,0,Manufacturing,Sales,,5.434783,1.692819593,40,19.77564,7.083333,0,1,
1882,40,1,0,12,0,0,SMSA,0,Manufacturing,Sales,0,9.677936,2.269848655,40,15.8141,2.083333,0,0,1
1883,42,0,0,9,0,0,SMSA,0,Manufacturing,Operatives,0,3.043478,1.11300094,32,12.13462,7.416667,0,1,1
1884,44,1,0,16,1,0,SMSA,0,Professional Services,Professional/technical,0,5.869563,1.769780185,38,12.98077,4.166667,12.98077,1,1
1886,36,0,1,12,0,0,SMSA,0,Personal Services,Laborers,0,8.05153,2.085862135,30,7.615385,2.333333,0,0,1
1890,35,0,1,12,0,0,SMSA,0,Manufacturing,Managers/admin,0,11.6103,2.451892635,40,15.3718,11.25,0,1,1
1891,40,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,1,8.05153,2.085862135,40,19,6.083333,0,1,0
1892,41,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Operatives,,6.688963,1.900458855,15,14.34615,4.666667,0,1,
1894,39,1,0,13,0,0,SMSA,0,Public Administration,Sales,0,8.429946,2.131790366,40,16.94231,11.66667,0,1,1
1895,39,0,0,12,0,0,SMSA,0,Transport/Comm/Utility,Managers/admin,0,10.99839,2.397748898,48,18,5.416667,0,1,1
1896,36,1,0,13,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,4.508855,1.506043241,40,14.42308,0.0833333,0,1,1
1899,41,1,0,17,1,0,SMSA,0,Professional Services,Other,1,5.161031,1.641136366,60,11.44231,1.833333,11.44231,1,0
1905,44,1,0,18,1,0,nonSMSA,0,Professional Services,Other,1,6.191625,1.823197572,50,14.38461,2.833333,14.38461,1,0
1910,39,1,0,17,1,0,nonSMSA,0,Professional Services,Other,1,6.505631,1.87266811,50,16.01923,15.83333,16.01923,1,0
1911,38,1,0,12,0,1,nonSMSA,0,Professional Services,Professional/technical,0,5.555554,1.714798148,40,10.30128,6.833333,0,1,1
1915,40,1,0,18,1,0,SMSA,0,Professional Services,Professional/technical,0,11.99677,2.484637447,40,17.28846,11.83333,17.28846,1,1
1918,44,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,0,6.76328,1.911507979,22,18.84615,18.83333,0,1,1
1921,44,0,1,12,0,0,SMSA,0,Transport/Comm/Utility,Professional/technical,,40.19808,3.693819233,40,26.84615,20.5,0,1,
1925,34,1,0,12,0,0,SMSA,0,Public Administration,Sales,1,6.505631,1.87266811,38,13.88462,9.333333,0,1,0
1926,41,1,0,12,0,1,SMSA,0,Professional Services,Professional/technical,0,5.636071,1.729187192,30,10.17308,1.75,0,1,1
1927,38,1,0,12,0,0,SMSA,0,Business/Repair Svc,Professional/technical,,13.6876,2.616490313,8,13.10897,1.916667,0,1,
1928,45,0,1,17,1,0,SMSA,0,Professional Services,Other,1,17.02898,2.834916599,40,18.83333,18.83333,18.83333,1,0
1929,36,1,0,16,1,0,SMSA,0,Professional Services,Other,1,7.15781,1.968204068,55,15.86539,14.83333,15.86539,1,0
1930,41,1,0,16,1,0,SMSA,0,Professional Services,Sales,0,10.83736,2.382999424,40,12.87821,6.75,12.87821,1,1
1932,45,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,7.178227,1.971052417,56,14.67308,3.25,0,1,
1934,40,1,0,13,0,0,nonSMSA,0,Business/Repair Svc,Managers/admin,0,11.67,2.457021446,30,7.961538,0.1666667,0,1,1
1939,39,0,0,12,0,0,SMSA,1,Personal Services,Sales,,3.623188,1.287354301,30,10.92949,7.416667,0,0,
1941,34,1,0,12,0,0,SMSA,1,Professional Services,Sales,0,2.785829,1.024545495,40,12.74359,7.416667,0,0,1
1944,37,0,0,11,0,0,SMSA,1,Personal Services,Sales,0,5.53945,1.711895218,40,10.83333,10.83333,0,0,1
1949,40,0,0,12,0,0,SMSA,1,Professional Services,Laborers,0,3.864734,1.351892857,15,11.21795,3.333333,0,0,1
1951,42,0,0,10,0,0,SMSA,0,Business/Repair Svc,Sales,,3.360215,1.21200496,25,12,0,0,0,
1953,35,0,1,12,0,0,SMSA,1,Professional Services,Sales,0,1.610306,0.476424223,7,0.4038461,0.1666667,0,0,1
1957,37,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,3.872784,1.353973628,40,8.025641,5.5,0,1,1
1958,35,1,0,12,0,0,SMSA,0,Manufacturing,Operatives,1,12.0773,2.491327658,40,10.53846,4.916667,0,1,0
1959,41,0,0,12,0,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,0,3.542671,1.264880962,24,4.801282,2.333333,0,1,1
1962,45,1,0,13,0,0,SMSA,0,Personal Services,Laborers,,2.761673,1.015836656,15,14.42949,14.16667,0,1,
1964,45,1,0,12,0,0,nonSMSA,0,Manufacturing,Sales,,5.434783,1.692819593,50,18.09615,14.08333,0,1,
1965,35,1,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,40.19808,3.693819233,40,18.21154,1,0,1,
1967,40,0,1,18,1,1,SMSA,1,Construction,Managers/admin,1,11.45732,2.438628827,50,15.76282,3,15.76282,1,0
1968,35,1,0,16,1,1,nonSMSA,0,Professional Services,Professional/technical,1,9.29146,2.229095699,40,11.42308,8.833333,11.42308,1,0
1970,44,1,0,12,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,2.785829,1.024545495,20,9.262821,3.416667,0,1,1
1973,36,0,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,,7.734114,2.045640933,40,7.935897,6.666667,0,1,
1974,34,1,0,17,1,0,SMSA,0,Professional Services,Other,1,8.260865,2.111529304,45,11.42949,0.75,11.42949,1,0
1982,37,0,1,16,1,0,SMSA,1,Professional Services,Professional/technical,0,12.47987,2.524116946,40,17.21154,9.333333,17.21154,1,1
1988,42,0,0,14,0,0,nonSMSA,0,Personal Services,Transport,,5.636071,1.729187192,23,15.85898,4.416667,0,1,
1989,43,1,0,12,0,1,SMSA,0,Professional Services,Sales,,8.361203,2.123602316,20,0.9679487,0.1666667,0,1,
1990,39,1,0,12,0,0,SMSA,0,Manufacturing,Operatives,0,5.024153,1.614256883,40,15.53846,0,0,1,1
1994,38,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Craftsmen,0,3.623188,1.287354301,25,10.46154,3.916667,0,1,1
1995,37,1,0,11,0,0,SMSA,1,Business/Repair Svc,Sales,0,4.508855,1.506043241,40,6.878205,3.833333,0,1,1
1996,45,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,7.286631,1.986041299,39,13.33974,2.833333,0,1,1
1998,37,1,0,14,0,0,SMSA,0,Professional Services,Sales,0,4.219,1.439598133,22,11.61539,6.666667,0,1,1
1999,35,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,0,5.869563,1.769780185,24,14.35897,13.33333,0,1,1
2000,40,1,0,12,0,0,SMSA,0,Construction,Sales,0,7.246377,1.98050162,40,20.67308,5.5,0,1,1
2001,40,0,1,18,1,0,SMSA,0,Professional Services,Other,1,10.18518,2.320933723,38,17.17308,8.75,17.17308,1,0
2005,36,1,0,12,0,0,SMSA,1,Manufacturing,Operatives,1,5.998387,1.7914906,47,11.07051,0,0,1,0
2009,39,1,0,12,0,0,SMSA,0,Manufacturing,Sales,0,7.028982,1.950041887,50,18.82692,17,0,1,1
2012,39,0,0,16,1,0,SMSA,0,Professional Services,Sales,,7.734114,2.045640933,40,14.94231,10.75,14.94231,1,
2013,37,0,0,13,0,0,SMSA,0,Manufacturing,Managers/admin,0,15.13687,2.71713349,45,18.92308,15.25,0,1,1
2015,36,0,0,15,0,0,SMSA,0,Public Administration,Sales,1,7.906601,2.06769798,40,12,11.41667,0,0,0
2016,36,0,1,17,1,0,SMSA,1,Professional Services,Professional/technical,0,11.99677,2.484637447,40,14.08333,12.83333,14.08333,1,1
2022,42,1,0,12,0,0,SMSA,0,Public Administration,Sales,1,6.038648,1.798180146,40,15.12821,13,0,1,0
2023,35,0,0,13,0,0,SMSA,1,Finance/Ins/Real Estate,Sales,,38.70926,3.656078848,40,14.5,6.75,0,1,
2024,40,0,1,8,0,0,nonSMSA,0,Professional Services,Laborers,0,3.4219,1.230195952,13,12.24359,8.833333,0,1,1
2025,35,1,0,16,1,0,SMSA,0,Professional Services,Other,1,5.571657,1.717692496,50,13.17308,2.75,13.17308,1,0
2026,38,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,0,4.428341,1.488025022,20,8.461538,0.5833333,0,1,1
2028,37,0,0,12,0,0,SMSA,0,Manufacturing,Managers/admin,,3.510896,1.255871276,55,12.36539,0.4166667,0,1,
2031,40,1,0,12,0,0,SMSA,1,Wholesale/Retail Trade,Sales,0,5.032206,1.615858457,40,15.03846,8.75,0,1,1
2033,35,0,1,18,1,0,nonSMSA,0,Professional Services,Other,1,6.779387,1.913886685,45,12.97436,8.75,12.97436,1,0
2034,36,1,0,12,0,0,nonSMSA,0,Professional Services,Professional/technical,0,10.83736,2.382999424,50,16.96154,3.916667,0,1,1
2036,36,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,3.260869,1.181993724,37,8.339744,1.916667,0,1,1
2041,35,1,0,12,0,1,SMSA,0,Professional Services,Sales,1,5.917873,1.777977094,2,5.961538,1.416667,0,1,0
2042,42,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,2.818035,1.036039834,5,6.525641,4.833333,0,1,1
2045,43,0,1,12,0,0,SMSA,1,Manufacturing,Operatives,1,6.70692,1.903139829,36,18.21154,16.83333,0,1,0
2046,38,1,0,12,0,0,SMSA,0,Manufacturing,Operatives,1,7.922703,2.069732435,40,18.83974,18.83333,0,1,0
2047,35,0,1,16,1,0,SMSA,1,Professional Services,Professional/technical,0,11.18357,2.414445737,36,13.91667,13.91667,13.91667,1,1
2048,40,1,0,14,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,12.04509,2.488657108,45,11.21795,5.75,0,1,1
2049,37,0,0,13,0,0,SMSA,0,Manufacturing,Professional/technical,,30.92161,3.431455292,52,16.92308,4.75,0,1,
2051,44,1,0,17,1,0,nonSMSA,0,Professional Services,Managers/admin,0,12.05685,2.489632963,20,16.22436,8.75,16.22436,1,1
2055,46,0,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,1,13.55072,2.606439682,40,20.40385,20.33333,20.40385,1,0
2056,38,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,8.067631,2.087859883,40,16.00641,3.833333,0,1,1
2057,41,0,0,9,0,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,0,6.32045,1.843790408,50,15.23077,7.666667,0,1,1
2058,39,1,0,16,1,0,nonSMSA,0,Professional Services,Managers/admin,,8.193976,2.10339925,40,13.67308,11,13.67308,1,
2059,37,1,0,16,1,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,0,5.636071,1.729187192,20,9.576922,3.833333,9.576922,1,1
2062,37,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,0,4.025765,1.392714955,7,1.615385,1.333333,0,1,1
2065,38,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,0,3.051839,1.11574436,40,1.576923,0.0833333,0,1,1
2066,36,0,1,12,0,0,nonSMSA,0,Manufacturing,Operatives,1,2.858293,1.050224593,40,11.38461,0.6666667,0,1,0
2068,35,1,0,12,0,0,nonSMSA,0,Professional Services,Professional/technical,1,4.63768,1.534214241,46,14.76282,3,0,1,0
2073,35,1,0,8,0,0,SMSA,0,Professional Services,Laborers,0,3.341383,1.206384793,40,13.94872,3,0,1,1
2074,35,1,0,12,0,0,SMSA,1,Professional Services,Sales,1,4.025765,1.392714955,20,10.80769,2.75,0,1,0
2077,35,0,0,10,0,0,SMSA,1,Personal Services,Managers/admin,,4.845827,1.578117922,54,11.53846,3.083333,0,0,
2079,43,1,0,12,0,0,SMSA,0,Professional Services,Laborers,0,5.378419,1.682394465,38,21.12821,2.416667,0,1,1
2085,41,1,0,14,0,0,SMSA,0,Professional Services,Professional/technical,0,9.29146,2.229095699,40,17.40385,14.66667,0,1,1
2086,44,1,0,10,0,1,nonSMSA,0,Professional Services,Managers/admin,,4.645112,1.535815484,45,9.102564,4,0,1,
2087,44,1,0,16,1,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,5.805152,1.758745799,20,18.10897,10.08333,18.10897,1,1
2088,37,1,0,18,1,0,SMSA,1,Professional Services,Other,1,7.898549,2.066679072,40,10.51923,0.75,10.51923,1,0
2089,37,1,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,0,6.972622,1.941991338,40,16.09615,5.416667,16.09615,1,1
2092,36,1,0,16,1,0,nonSMSA,0,Professional Services,Sales,0,3.623188,1.287354301,3,13.13462,5.666667,13.13462,1,1
2095,44,1,0,12,0,0,SMSA,0,Personal Services,Transport,1,3.637123,1.291192985,20,3.320513,0.4166667,0,1,0
2096,43,1,0,12,0,0,SMSA,1,Professional Services,Professional/technical,0,4.235104,1.443407885,38,5.673077,2.083333,0,1,1
2099,45,0,0,11,0,1,SMSA,1,,,0,3.220612,1.169571404,45,1.660256,0.8333333,0,1,1
2104,44,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,3.4219,1.230195952,10,3.564103,1.416667,0,1,1
2105,42,1,0,11,0,0,SMSA,0,Manufacturing,Managers/admin,0,5.805152,1.758745799,40,14.40385,3.416667,0,1,1
2106,35,1,0,16,1,0,nonSMSA,0,Manufacturing,Managers/admin,0,17.02898,2.834916599,50,17.29487,0,17.29487,1,1
2109,37,0,0,12,0,0,SMSA,1,Professional Services,Laborers,0,3.293073,1.191821171,33,5.288461,0.4166667,0,0,1
2111,35,1,0,10,0,1,SMSA,1,Business/Repair Svc,Laborers,,3.065774,1.120300066,30,8.461538,3.083333,0,1,
2112,39,1,0,16,1,1,SMSA,0,Professional Services,Other,1,9.871171,2.289618489,40,15.75,13.83333,15.75,1,0
2113,38,0,0,13,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,9.460546,2.247130098,36,17.5,17.5,0,1,1
2119,37,1,0,12,0,0,SMSA,0,Business/Repair Svc,Sales,1,7.946856,2.072776379,40,18.08333,18.08333,0,1,0
2121,35,1,0,15,0,0,SMSA,0,Manufacturing,Clerical/unskilled,0,11.28824,2.423761476,48,13.67308,3.583333,0,1,1
2125,38,1,0,17,1,0,nonSMSA,0,Professional Services,Other,1,13.14009,2.575667862,33,14.9359,3.333333,14.9359,1,0
2127,37,1,0,13,0,0,nonSMSA,0,Transport/Comm/Utility,Sales,0,3.647342,1.293998683,32,11.75641,2.333333,0,1,1
2129,39,0,0,12,0,0,SMSA,0,Manufacturing,Craftsmen,1,10.40258,2.342053852,48,15.75,9,0,1,0
2132,39,1,0,17,1,0,nonSMSA,0,Professional Services,Other,1,12.64895,2.537574208,35,16.75,16.75,16.75,1,0
2136,36,1,0,13,0,0,SMSA,0,Manufacturing,Managers/admin,0,4.830918,1.575036512,20,17.44231,6.333333,0,1,1
2139,35,0,0,10,0,0,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,1,4.58937,1.52374276,40,2.788462,0.9166667,0,1,0
2140,41,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,1,8.067631,2.087859883,48,16.07692,0,0,1,0
2141,41,1,0,13,0,0,SMSA,0,Business/Repair Svc,Sales,,1.571983,0.45233788,40,15.71154,1.416667,0,1,
2142,35,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,7.117549,1.962563425,40,6.769231,5.916667,0,1,1
2143,40,1,0,12,0,1,SMSA,0,Professional Services,Professional/technical,1,4.476648,1.498874552,40,6.660256,0.3333333,0,1,0
2146,41,0,1,12,0,0,nonSMSA,0,Professional Services,Laborers,0,4.428341,1.488025022,24,18.44231,12.16667,0,1,1
